,Word,POS,Lemma,Synonyms,Antonyms,Example,definition
220,corner,Verb,corner,['corner'],[],['corner the gold market'],gain control over
221,corner,Verb,corner,"['corner', 'tree']",[],[],force a person or an animal into a position from which he cannot escape
222,corner,Verb,corner,['corner'],[],['the car corners'],turn a corner
223,down,Noun,down,"['down', 'down_feather']",[],[],soft fine feathers
224,down,Noun,down,['down'],[],['you have four downs to gain ten yards'],(American football) a complete play to advance the football
225,down,Noun,Down,"['Down', 'John_L._H._Down']",[],[],English physician who first described Down's syndrome (1828-1896)
226,down,Noun,down,['down'],[],[],(usually plural) a rolling treeless highland with little soil
227,down,Noun,down,"['down', 'pile']",[],[],fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs)
228,down,Verb,toss_off,"['toss_off', 'pop', 'bolt_down', 'belt_down', 'pour_down', 'down', 'drink_down', 'kill']",[],"['He downed three martinis before dinner', 'She killed a bottle of brandy that night', 'They popped a few beer after work']",drink down entirely
229,down,Verb,devour,"['devour', 'down', 'consume', 'go_through']",[],['Some people can down a pound of meat in the course of one meal'],eat immoderately
230,down,Verb,down,['down'],[],[],bring down or defeat (an opponent)
231,down,Verb,down,"['down', 'shoot_down', 'land']",[],['the enemy landed several of our aircraft'],shoot at and force to come down
232,down,Verb,down,"['down', 'knock_down', 'cut_down', 'push_down', 'pull_down']",[],"['The policeman downed the heavily armed suspect', 'The mugger knocked down the old lady after she refused to hand over her wallet']",cause to come or go down
233,down,Verb,polish,"['polish', 'refine', 'fine-tune', 'down']",[],"[""refine one's style of writing""]",improve or perfect by pruning or polishing
234,down,Adjective,down,['down'],['up'],"['lay face down', 'the moon is down', 'our team is down by a run', 'down by a pawn', 'the stock market is down today']",being or moving lower in position or less in some value
235,down,Adjective Satellite,down,"['down', 'downward']",[],"['the down staircase', 'the downward course of the stream']",extending or moving from a higher to a lower place
236,down,Adjective Satellite,down,['down'],[],['the down trend in the real estate market'],becoming progressively lower
237,down,Adjective Satellite,down,['down'],[],['two down in the bottom of the ninth'],being put out by a strikeout
238,down,Adjective Satellite,down,"['down', 'down_pat', 'mastered']",[],['had his algebra problems down'],understood perfectly
239,down,Adjective Satellite,depressed,"['depressed', 'down']",[],"['the market is depressed', 'prices are down']",lower than previously
240,down,Adjective Satellite,down,['down'],[],['the shades were down'],shut
241,down,Adjective Satellite,down,['down'],[],"[""we can't work because the computer is down""]",not functioning (temporarily or permanently)
242,down,Adjective Satellite,gloomy,"['gloomy', 'grim', 'blue', 'depressed', 'dispirited', 'down', 'downcast', 'downhearted', 'down_in_the_mouth', 'low', 'low-spirited']",[],"['gloomy at the thought of what he had to face', 'gloomy predictions', 'a gloomy silence', 'took a grim view of the economy', 'the darkening mood', 'lonely and blue in a strange city', 'depressed by the loss of his job', 'a dispirited and resigned expression on her face', 'downcast after his defeat', 'feeling discouraged and downhearted']",filled with melancholy and despondency
243,down,Adverb,down,"['down', 'downwards', 'downward', 'downwardly']","['up', 'upwards', 'upward', 'upwardly']","[""don't fall down"", 'rode the lift up and skied down', 'prices plunged downward']",spatially or metaphorically from a higher to a lower level or position
244,down,Adverb,down,['down'],['up'],"['was sent down to work at the regional office', 'worked down on the farm', 'came down for the wedding', 'flew down to Florida']",away from a more central or a more northerly place
245,down,Adverb,down,['down'],[],['put ten dollars down on the necklace'],paid in cash at time of purchase
246,down,Adverb,down,['down'],[],['the story was passed down from father to son'],from an earlier time
247,down,Adverb,down,['down'],['up'],['he slowly phased down the light until the stage was completely black'],to a lower intensity
248,down,Adverb,down,['down'],[],"['the factory went down during the strike', 'the computer went down again']",in an inactive or inoperative state
249,dried,Verb,dry,"['dry', 'dry_out']",['wet'],"['dry clothes', 'dry hair']",remove the moisture from and make dry
250,dried,Verb,dry,"['dry', 'dry_out']",[],['The laundry dries in the sun'],become dry or drier
251,dried,Adjective Satellite,dried,['dried'],[],"['the ink has dried', 'a face marked with dried tears']",not still wet
252,dried,Adjective Satellite,dried,"['dried', 'dehydrated', 'desiccated']",[],"['dried beef', 'dried fruit', 'dehydrated eggs', 'shredded and desiccated coconut meat']",preserved by removing natural moisture
253,talking,Noun,talk,"['talk', 'talking']",[],"[""let's have more work and less talk around here""]",an exchange of ideas via conversation
254,talking,Verb,talk,"['talk', 'speak']",[],"['We often talk business', 'Actions talk louder than words']",exchange thoughts; talk with
255,talking,Verb,talk,"['talk', 'speak', 'utter', 'mouth', 'verbalize', 'verbalise']",[],"['She talks a lot of nonsense', 'This depressed patient does not verbalize']",express in speech
256,talking,Verb,speak,"['speak', 'talk']",[],"['the baby talks already', ""the prisoner won't speak"", 'they speak a strange dialect']",use language
257,talking,Verb,spill,"['spill', 'talk']",[],"[""If you don't oblige me, I'll talk!"", 'The former employee spilled all the details']",reveal information
258,talking,Verb,spill_the_beans,"['spill_the_beans', 'let_the_cat_out_of_the_bag', 'talk', 'tattle', 'blab', 'peach', 'babble', 'sing', 'babble_out', 'blab_out']",['keep_quiet'],['Be careful--his secretary talks'],divulge confidential information or secrets
259,talking,Verb,lecture,"['lecture', 'talk']",[],"['She will talk at Rutgers next week', 'Did you ever lecture at Harvard?']",deliver a lecture or talk
260,train,Noun,train,"['train', 'railroad_train']",[],"[""express trains don't stop at Princeton Junction""]",public transport provided by a line of railway cars coupled together and drawn by a locomotive
261,train,Noun,string,"['string', 'train']",[],"['a string of islands', 'train of mourners', 'a train of thought']",a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding
262,train,Noun,caravan,"['caravan', 'train', 'wagon_train']",[],"['we were part of a caravan of almost a thousand camels', 'they joined the wagon train for safety']",a procession (of wagons or mules or camels) traveling together in single file
263,train,Noun,train,['train'],[],['it led to a train of disasters'],a series of consequences wrought by an event
264,train,Noun,train,['train'],[],"[""the bride's train was carried by her two young nephews""]",piece of cloth forming the long back section of a gown that is drawn along the floor
265,train,Noun,gearing,"['gearing', 'gear', 'geartrain', 'power_train', 'train']",[],['the fool got his tie caught in the geartrain'],wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed
266,train,Verb,train,"['train', 'develop', 'prepare', 'educate']",[],"['The old master is training world-class violinists', 'we develop the leaders for the future']",create by training and teaching
267,train,Verb,train,"['train', 'prepare']",[],"['She is training to be a teacher', 'He trained as a legal aid']","undergo training or instruction in preparation for a particular role, function, or profession"
268,train,Verb,discipline,"['discipline', 'train', 'check', 'condition']",[],"['Parents must discipline their children', 'Is this dog trained?']",develop (children's) behavior by instruction and practice; especially to teach self-control
269,train,Verb,prepare,"['prepare', 'groom', 'train']",[],"['He is grooming his son to become his successor', 'The prince was prepared to become King one day', 'They trained him to be a warrior']",educate for a future role or function
270,train,Verb,educate,"['educate', 'school', 'train', 'cultivate', 'civilize', 'civilise']",[],"['Cultivate your musical taste', 'Train your tastebuds', 'She is well schooled in poetry']",teach or refine to be discriminative in taste or judgment
271,train,Verb,aim,"['aim', 'take', 'train', 'take_aim', 'direct']",[],"[""Please don't aim at your little brother!"", 'He trained his gun on the burglar', ""Don't train your camera on the women"", ""Take a swipe at one's opponent""]","point or cause to go (blows, weapons, or objects such as photographic equipment) towards"
272,train,Verb,coach,"['coach', 'train']",[],"['He is training our Olympic team', 'She is coaching the crew']","teach and supervise (someone); act as a trainer or coach (to), as in sports"
273,train,Verb,train,['train'],[],['She is training for the Olympics'],exercise in order to prepare for an event or competition
274,train,Verb,train,['train'],[],['train the vine'],cause to grow in a certain way by tying and pruning it
275,train,Verb,train,"['train', 'rail']",[],"['They railed from Rome to Venice', 'She trained to Hamburg']",travel by rail or train
276,train,Verb,trail,"['trail', 'train']",[],"['The toddler was trailing his pants', 'She trained her long scarf behind her']",drag loosely along a surface; allow to sweep the ground
277,watching,Noun,observation,"['observation', 'observance', 'watching']",[],[],the act of observing; taking a patient look
278,watching,Verb,watch,['watch'],[],['watch a basketball game'],look attentively
279,watching,Verb,watch,"['watch', 'observe', 'follow', 'watch_over', 'keep_an_eye_on']",[],"['Keep an eye on the baby, please!', 'The world is watching Sarajevo', 'She followed the men with the binoculars']",follow with the eyes or the mind
280,watching,Verb,watch,"['watch', 'view', 'see', 'catch', 'take_in']",[],"['view a show on television', 'This program will be seen all over the world', 'view an exhibition', 'Catch a show on Broadway', 'see a movie']",see or watch
281,watching,Verb,watch,"['watch', 'look_on']",[],['They watched as the murderer was executed'],observe with attention
282,watching,Verb,watch,"['watch', 'look_out', 'watch_out']",[],['Watch out for pickpockets!'],"be vigilant, be on the lookout or be careful"
283,watching,Verb,watch,['watch'],[],['Watch how the dog chases the cats away'],observe or determine by looking
284,watching,Verb,determine,"['determine', 'check', 'find_out', 'see', 'ascertain', 'watch', 'learn']",[],"['I want to see whether she speaks French', 'See whether it works', 'find out if he speaks Russian', 'Check whether the train leaves on time']","find out, learn, or determine with certainty, usually by making an inquiry or other effort"
285,long,Verb,hanker,"['hanker', 'long', 'yearn']",[],[],desire strongly or persistently
286,long,Adjective,long,['long'],['short'],"['a long life', 'a long boring speech', 'a long time', 'a long friendship', 'a long game', 'long ago', 'an hour long']",primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration as specified
287,long,Adjective,long,['long'],['short'],"['a long road', 'a long distance', 'contained many long words', 'ten miles long']",primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified
288,long,Adjective Satellite,long,['long'],[],"['a race of long gaunt men""- Sherwood Anderson', 'looked out the long French windows']",of relatively great height
